player_id,firstname,lastname,points,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,fga,fgm,fta,ftm,fgp,ftp,tpp
507,Garrett,Temple,324.0,60.0,195.0,33.0,122.0,155.0,75.0,84.0,43.0,49.0,24.0,318.0,118.0,41.0,28.0,0.3710691823899371,0.6829268292682927,0.3076923076923077
514,Klay,Thompson,1071.0,191.0,496.0,22.0,189.0,211.0,138.0,101.0,40.0,71.0,32.0,941.0,404.0,81.0,72.0,0.4293304994686504,0.8888888888888888,0.3850806451612903
519,Karl-Anthony,Towns,2029.0,165.0,412.0,218.0,614.0,832.0,304.0,309.0,81.0,266.0,98.0,1352.0,710.0,536.0,444.0,0.5251479289940828,0.8283582089552238,0.40048543689320387
520,P.J.,Tucker,691.0,107.0,250.0,138.0,350.0,488.0,182.0,210.0,74.0,81.0,21.0,544.0,264.0,77.0,56.0,0.4852941176470588,0.7272727272727273,0.428
522,Myles,Turner,584.0,65.0,200.0,69.0,248.0,317.0,48.0,126.0,30.0,62.0,122.0,428.0,215.0,117.0,89.0,0.5023364485981309,0.7606837606837606,0.325
527,Fred,VanVleet,1431.0,267.0,709.0,47.0,269.0,316.0,482.0,179.0,122.0,180.0,41.0,1199.0,482.0,231.0,200.0,0.40200166805671395,0.8658008658008658,0.3765867418899859
538,Kemba,Walker,461.0,78.0,216.0,14.0,107.0,121.0,145.0,41.0,28.0,51.0,7.0,398.0,160.0,74.0,63.0,0.4020100502512563,0.8513513513513513,0.3611111111111111
546,Hassan,Whiteside,558.0,0.0,0.0,180.0,365.0,545.0,26.0,196.0,25.0,55.0,115.0,354.0,225.0,177.0,108.0,0.635593220338983,0.6101694915254238,
553,Lou,Williams,375.0,38.0,104.0,17.0,74.0,91.0,107.0,50.0,31.0,45.0,4.0,332.0,131.0,86.0,75.0,0.39457831325301207,0.872093023255814,0.36538461538461536
558,Justise,Winslow,287.0,16.0,71.0,52.0,163.0,215.0,93.0,71.0,35.0,54.0,26.0,276.0,116.0,66.0,39.0,0.42028985507246375,0.5909090909090909,0.22535211267605634
560,Christian,Wood,1272.0,134.0,348.0,116.0,612.0,728.0,163.0,182.0,55.0,136.0,68.0,922.0,461.0,357.0,216.0,0.5,0.6050420168067226,0.3850574712643678
564,Delon,Wright,405.0,50.0,134.0,67.0,192.0,259.0,217.0,61.0,99.0,54.0,22.0,312.0,144.0,80.0,67.0,0.46153846153846156,0.8375,0.373134328358209
570,Thaddeus,Young,347.0,19.0,57.0,94.0,152.0,246.0,122.0,92.0,64.0,61.0,19.0,298.0,152.0,53.0,24.0,0.5100671140939598,0.4528301886792453,0.3333333333333333
599,Damion,Lee,545.0,69.0,217.0,36.0,210.0,246.0,75.0,107.0,42.0,46.0,6.0,451.0,199.0,89.0,78.0,0.44124168514412415,0.8764044943820225,0.31797235023041476
631,Alex,Caruso,366.0,53.0,155.0,35.0,138.0,173.0,204.0,128.0,82.0,62.0,20.0,304.0,123.0,83.0,67.0,0.40460526315789475,0.8072289156626506,0.3419354838709677
723,David,Nwaba,256.0,17.0,53.0,42.0,122.0,164.0,35.0,61.0,30.0,24.0,21.0,190.0,92.0,75.0,55.0,0.4842105263157895,0.7333333333333333,0.32075471698113206
724,Bam,Adebayo,1389.0,0.0,7.0,179.0,549.0,728.0,240.0,231.0,100.0,193.0,61.0,941.0,533.0,429.0,323.0,0.5664187035069076,0.752913752913753,0.0
